Survey ID,Age,Gender,Ethnicity,Education Completed,Marital Status,Household Size,Spouse,Children,Parent,Religion,Full Time Employment,Part Time Employment,Employment Type,Student,Retired,Occupation,Income,Achieving Ends Meet,US Born,Duration of Residency,Citizenship Class,English Speaking,Familiarity with America,Familiarity with Ethnic Origin,Present Health,Present Mental Health,Health Insurance,Status of Ownership,Personal Car,Satisfaction with Life,Quality of Life
60173,25,Female,Chinese,17,Single,2,0,0,0,None,Employed full time,0,Full Time,0,0,Professional,"$40,000 - $49,999",0,No,2,No,Not well,Low,High,Very Good,Very Good,Yes,Rent,Yes,,7
50224,61,Female,Chinese,13,Single,1,0,0,0,Buddhist,0,0,None,0,0,"Clerical, office, sales","$0 - $9,999",1,No,17,No,Not well,Low,High,Good,Good,0,Rent,Yes,,7
50276,23,Male,Chinese,16,Single,1,0,0,0,None,0,0,None,Student,0,Other,"$0 - $9,999",1,No,4,No,Not well,Low,High,Very Good,Very Good,0,Rent,No,,8
60193,30,Female,Chinese,17,Married,3,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,8,Yes,Very well,High,Very high,Excellent,Excellent,Yes,Rent,Yes,Pretty much,9
60038,32,Male,Chinese,17,Married,3,0,0,0,None,Employed full time,0,Full Time,0,0,Professional,"$10,000 - $19,999",0,No,1,No,Well,Low,Very high,Excellent,Excellent,Yes,Rent,No,,9
60075,26,Male,Chinese,17,Living with a partner,2,0,0,0,Protestant,Employed full time,0,Full Time,0,0,Professional,,0,No,6,No,Well,High,Very high,Very Good,Very Good,0,Rent,Yes,Very much,7
40217,28,Male,Chinese,16,Single,1,0,0,0,None,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",1,Yes,24,No,Very well,Very high,Very high,Excellent,Excellent,Yes,Rent,Yes,Very much,9
50189,29,Male,Chinese,17,Single,2,0,0,0,None,0,0,None,Student,0,None,"$20,000 - $29,999",0,No,1,No,Very well,Low,Very high,Excellent,Excellent,Yes,Rent,Yes,Pretty much,8
60034,33,Male,Chinese,17,Married,5,Living with spouse,Living with children,Living with parents,None,0,0,None,Student,0,Professional,"$70,000 and over",0,No,9,No,Not well,High,Very high,Very Good,Very Good,Yes,Rent,Yes,Pretty much,6
60067,32,Male,Chinese,17,Married,3,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,1,No,Not well,Low,High,Very Good,Very Good,Yes,Rent,No,Very much,8
10097,26,Female,Chinese,17,Married,2,Living with spouse,0,0,None,Employed full time,0,Full Time,0,0,Professional,"$50,000 - $59,999",0,No,20,No,Very well,Very high,High,Very Good,Very Good,Yes,Own,Yes,,8
10127,20,Male,Chinese,14,Single,4,0,0,Living with parents,None,0,0,None,Student,0,None,"$70,000 and over",0,Yes,16,Yes,Very well,Very high,Low,Very Good,Very Good,Yes,Own,No,Very much,8
60124,23,Male,Chinese,17,Single,4,0,0,0,None,0,0,None,Student,0,None,,0,No,1,Yes,Well,Low,Low,Very Good,Very Good,Yes,Rent,No,Pretty much,7
10072,22,Male,Chinese,16,Single,1,0,0,0,None,0,0,None,Student,0,None,"$70,000 and over",0,Yes,22,No,Very well,Very high,High,Excellent,Very Good,Yes,Own,Yes,Very much,8
10185,21,Female,Chinese,15,Single,4,0,0,Living with parents,None,0,Employed part time,Part Time,0,0,Other,"$70,000 and over",0,Yes,17,No,Very well,Very high,Low,Excellent,Very Good,Yes,Own,Yes,Very much,10
50191,32,Male,Chinese,17,Single,2,0,0,0,None,0,0,None,Student,0,"Manager, executive, or official","$60,000 - $69,999",0,No,1,No,Well,Low,Very high,Excellent,Excellent,Yes,Rent,Yes,Pretty much,8
60032,52,Male,Chinese,12,Married,3,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Service worker,"$30,000 - $39,999",0,No,20,No,Not at all,Low,High,Good,Very Good,Yes,Own,Yes,,6
60064,32,Female,Chinese,17,Married,2,Living with spouse,0,0,None,0,0,None,0,0,"Manager, executive, or official","$70,000 and over",0,No,1,Yes,Well,Low,High,Excellent,Excellent,Yes,Rent,Yes,Very much,8
60112,22,Male,Chinese,17,Single,3,0,0,0,None,0,0,None,Student,0,Other,"$10,000 - $19,999",0,No,1,No,Not well,Low,Low,Fair,Fair,Yes,Rent,No,Pretty much,6
60139,39,Female,Chinese,12,Married,2,Living with spouse,0,0,None,0,0,None,0,0,"Clerical, office, sales","$10,000 - $19,999",0,No,1,Yes,Not at all,Very low,High,Good,Very Good,0,Rent,Yes,,7
60256,18,Male,Chinese,13,Living with a partner,4,0,0,Living with parents,None,0,Employed part time,Part Time,0,0,Professional,"$70,000 and over",0,Yes,18,Yes,Very well,Very high,Very high,Excellent,Excellent,Yes,Own,Yes,Not at all,9
60079,20,Male,Chinese,15,Single,3,0,0,0,None,0,0,None,Student,0,None,"$10,000 - $19,999",0,No,1,No,Not well,Low,High,Good,Good,Yes,Rent,No,,7
50221,77,Male,Chinese,16,Married,2,Living with spouse,0,0,None,0,0,None,0,Retired,None,"$0 - $9,999",1,No,1,No,Not at all,Low,High,Fair,Good,0,Own,Yes,,3
60044,31,Female,Chinese,16,Married,4,Living with spouse,0,0,None,0,0,None,0,0,Professional,"$60,000 - $69,999",0,No,1,No,Not well,Low,High,Good,Good,Yes,Rent,Yes,Pretty much,6
60092,22,Female,Chinese,16,Single,1,0,0,0,None,0,0,None,Student,0,None,"$0 - $9,999",0,No,4,No,Well,Low,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,7
60132,27,Female,Chinese,17,Married,2,0,0,0,None,0,0,None,Student,0,Professional,"$0 - $9,999",0,No,1,No,Well,High,Very high,Very Good,Very Good,Yes,Rent,Yes,,4
60133,28,Female,Chinese,17,Single,1,0,0,0,None,0,0,None,Student,0,Professional,"$30,000 - $39,999",0,No,1,No,Well,High,Very high,Very Good,Very Good,Yes,Rent,Yes,Pretty much,6
60253,21,Male,Chinese,14,Single,1,0,0,0,None,0,0,None,Student,0,None,,0,No,6,No,Well,High,Very high,Excellent,Excellent,Yes,Rent,Yes,,8
10040065,26,Female,Chinese,17,,2,Living with spouse,0,0,None,0,0,None,Student,0,None,"$30,000 - $39,999",0,No,1,No,Very well,High,Very high,Very Good,Very Good,Yes,Rent,Yes,,7
100040117,56,Female,Chinese,17,Married,3,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,30,No,Very well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,7
60062,50,Male,Chinese,17,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,23,Yes,Well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,7
60252,39,Female,Chinese,17,Married,2,0,Living with children,0,Protestant,0,0,None,Student,0,None,"$20,000 - $29,999",1,No,1,Yes,Well,Low,High,Fair,Good,Yes,Rent,Yes,,4
10119,40,Male,Chinese,17,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,Full Time,0,0,Business owner,"$70,000 and over",0,No,25,Yes,Well,Very high,High,Very Good,Very Good,Yes,Rent,Yes,Very much,9
10142,37,Female,Chinese,14,Married,3,Living with spouse,Living with children,0,Buddhist,0,0,None,0,0,None,"$50,000 - $59,999",,No,36,No,Very well,Very high,Very high,Excellent,Very Good,0,Own,Yes,Very much,7
10356,37,Female,Chinese,10,Single,6,0,Living with children,0,Protestant,0,0,None,0,0,"Clerical, office, sales","$10,000 - $19,999",0,No,1,No,Very well,High,High,Very Good,Good,0,Own,Yes,Not very much,8
40142,25,Male,Chinese,17,Single,2,0,0,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",1,No,3,No,Well,High,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,9
40185,31,,Chinese,17,Married,4,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,4,Yes,Very well,Low,High,Very Good,Good,Yes,Rent,Yes,,8
40189,20,Female,Chinese,16,Single,1,0,0,0,None,0,Employed part time,Part Time,Student,0,Service worker,"$10,000 - $19,999",0,No,5,No,Well,High,High,Very Good,Very Good,Yes,Own,No,Very much,8
40241,22,Male,Chinese,16,Single,2,0,0,0,None,0,Employed part time,Part Time,0,0,Other,"$10,000 - $19,999",1,No,1,No,Well,High,Very high,Excellent,Excellent,Yes,Rent,No,,9
50075,24,Female,Chinese,16,Single,3,0,0,0,Protestant,0,Employed part time,Part Time,Student,0,Professional,"$0 - $9,999",1,No,1,No,Well,Low,Low,Good,Fair,Yes,Rent,Yes,Pretty much,7
60201,24,Female,Chinese,17,Single,2,0,0,0,None,0,0,None,Student,0,Professional,"$20,000 - $29,999",0,No,1,No,Not well,Low,High,Good,Good,Yes,Rent,No,Pretty much,7
60040130,19,Male,Chinese,12,Married,1,0,0,0,Protestant,0,0,None,Student,0,None,"$30,000 - $39,999",0,No,1,No,Not well,Very low,High,Very Good,Very Good,0,Rent,No,,5
100040116,20,Female,Chinese,14,Single,3,0,0,Living with parents,None,0,Employed part time,Part Time,Student,0,Service worker,"$0 - $9,999",,Yes,20,Yes,Very well,Very high,Low,Excellent,Excellent,Yes,Own,Yes,Pretty much,8
50076,47,Female,Chinese,17,Single,2,0,0,0,Protestant,0,0,None,Student,0,Other,"$30,000 - $39,999",0,No,1,No,Well,High,Very high,Good,Very Good,0,Rent,No,Pretty much,7
10435,26,Male,Chinese,17,Single,1,0,0,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$40,000 - $49,999",1,No,5,No,Very well,Low,High,Poor,Poor,Yes,Rent,Yes,Pretty much,4
10099,30,Male,Chinese,17,Single,3,0,0,0,Protestant,0,Employed part time,Part Time,0,0,Professional,"$10,000 - $19,999",0,No,3,No,Very well,High,Very high,Excellent,Excellent,Yes,Rent,Yes,Very much,8
40140,18,Male,Chinese,10,Single,4,0,0,Living with parents,None,0,0,None,0,0,None,"$70,000 and over",0,No,2,Yes,Well,High,High,Fair,Fair,Yes,Own,Yes,,5
60243,77,Male,Chinese,9,Married,5,Living with spouse,Living with children,0,None,0,0,None,0,Retired,None,"$70,000 and over",0,No,1,No,Not at all,Low,Very high,Good,Good,0,Own,Yes,,10
50099,35,Female,Chinese,17,Married,2,Living with spouse,0,0,None,0,0,None,Student,0,None,"$50,000 - $59,999",0,No,1,No,Not well,High,Very high,Very Good,Very Good,Yes,Rent,Yes,Pretty much,6
60019,19,Male,Chinese,,Single,3,0,0,0,None,0,Employed part time,Part Time,0,0,Service worker,"$30,000 - $39,999",0,No,1,Yes,Well,Low,High,Excellent,Poor,Yes,Own,Yes,Pretty much,7
60080,22,Female,Chinese,16,Single,4,0,0,0,None,0,0,None,Student,0,None,"$10,000 - $19,999",0,No,1,No,Well,Low,High,Excellent,Excellent,Yes,Rent,Yes,Very much,9
10040066,27,Male,Chinese,17,Married,2,Living with spouse,0,0,None,Employed full time,0,Full Time,0,0,Other,"$30,000 - $39,999",0,No,1,No,Well,Low,Very high,Very Good,Very Good,Yes,Rent,Yes,Pretty much,9
50020,78,Female,Chinese,12,Single,5,0,Living with children,0,None,0,0,None,0,Retired,None,,1,No,3,Yes,Not at all,Low,High,Good,Good,0,Own,No,Very much,5
50078,23,Female,Chinese,16,Single,2,0,0,0,None,0,0,None,Student,0,Professional,"$60,000 - $69,999",0,No,1,No,Not well,Low,High,Good,Very Good,Yes,Rent,Yes,,9
50193,20,Male,Chinese,14,Single,1,0,0,0,None,0,0,None,Student,0,"Manager, executive, or official","$40,000 - $49,999",0,No,5,Yes,Very well,High,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,9
60101,72,Female,Chinese,6,Married,5,Living with spouse,Living with children,0,Muslim,0,0,None,0,0,None,"$30,000 - $39,999",1,No,1,No,Not at all,Very low,High,Fair,Fair,Yes,Own,No,,8
60242,71,Female,Chinese,6,Married,5,Living with spouse,Living with children,0,Muslim,0,0,None,0,Retired,None,"$70,000 and over",0,No,1,No,Not at all,Very low,Very low,Good,Good,0,Own,Yes,,5
10011055,27,Male,Chinese,17,Single,3,0,0,0,Other,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,20,No,Very well,High,High,Very Good,Good,Yes,Own,Yes,Pretty much,8
60057,33,Male,Chinese,17,Married,3,Living with spouse,Living with children,0,None,0,0,None,0,0,Professional,"$30,000 - $39,999",0,No,1,No,Not well,Low,High,Good,Good,Yes,Rent,Yes,,7
50155,24,Male,Chinese,17,Single,1,0,0,0,None,0,0,None,Student,0,None,"$0 - $9,999",0,No,1,Yes,Not well,Low,High,Good,Good,Yes,Rent,Yes,,5
40145,26,Male,Chinese,17,Single,1,0,0,0,None,Employed full time,0,Full Time,0,0,Professional,"$20,000 - $29,999",0,No,7,No,Well,Low,High,Excellent,Excellent,Yes,Rent,No,Pretty much,8
60081,21,Female,Chinese,17,Single,2,0,0,0,None,0,0,None,Student,0,Professional,"$0 - $9,999",0,No,1,No,Not well,High,High,Excellent,Excellent,Yes,Rent,No,,9
60082,32,Male,Chinese,17,Married,2,Living with spouse,0,0,None,Employed full time,0,Full Time,0,0,Other,"$70,000 and over",0,No,1,No,Not well,Low,Very high,Fair,Good,Yes,Rent,Yes,,7
60131,29,Male,Chinese,16,Married,2,Living with spouse,0,0,None,0,0,None,Student,0,None,"$10,000 - $19,999",0,No,1,No,Not well,Low,High,Good,Good,Yes,Rent,No,,7
60153,76,Male,Chinese,16,Married,6,0,Living with children,0,None,0,0,None,0,Retired,None,"$10,000 - $19,999",0,No,1,Yes,Not at all,Low,High,Fair,Fair,0,Own,Yes,Pretty much,5
60165,40,Male,Chinese,12,Married,1,0,0,0,Protestant,Employed full time,0,Full Time,0,0,Service worker,"$30,000 - $39,999",0,No,1,Yes,Not at all,Very low,High,Very Good,Very Good,0,Rent,No,,8
60254,18,Male,Chinese,12,Single,2,0,0,0,Catholic,0,0,None,Student,0,None,,,No,15,Yes,Very well,Very high,Low,Fair,Good,Yes,Own,No,Pretty much,8
40240,23,Male,Chinese,16,Single,2,0,0,0,Buddhist,0,Employed part time,Part Time,0,0,Other,"$10,000 - $19,999",1,No,1,No,Not well,Low,High,Fair,Fair,Yes,Rent,No,,2
60063,80,Female,Chinese,14,Married,3,0,Living with children,0,Protestant,0,0,None,0,Retired,Professional,"$70,000 and over",0,No,11,No,Not well,Low,High,Fair,Fair,Yes,Own,No,Pretty much,5
50082,28,Female,Chinese,16,Single,1,0,0,0,Buddhist,0,0,None,Student,0,Other,"$30,000 - $39,999",0,No,1,No,Not at all,Low,High,Excellent,Excellent,0,Rent,No,Pretty much,7
60037,33,Male,Chinese,17,Married,3,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$20,000 - $29,999",0,No,1,No,Not well,Low,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,8
50180,25,Female,Chinese,16,Married,4,Living with spouse,0,0,Buddhist,0,0,None,0,0,None,"$10,000 - $19,999",0,No,1,Yes,Not at all,High,High,Good,Good,Yes,Own,Yes,Very much,8
60090,64,Female,Chinese,16,Married,3,Living with spouse,Living with children,0,Buddhist,0,0,None,0,0,None,,0,No,35,Yes,Not well,High,Very high,Good,Good,Yes,Own,Yes,Pretty much,8
50230,25,Female,Chinese,17,Single,1,0,0,0,Protestant,0,0,None,0,0,None,"$30,000 - $39,999",0,Yes,3,No,Very well,High,High,Excellent,Very Good,0,Rent,Yes,Not very much,7
50044,34,Female,Chinese,17,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$40,000 - $49,999",0,No,6,No,Not well,Low,High,Good,Fair,Yes,Own,Yes,Pretty much,6
50045,40,Male,Chinese,17,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,1,No,Not at all,Low,Very high,Very Good,Good,Yes,Own,Yes,Very much,8
50103,23,Female,Chinese,17,Single,3,0,0,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$0 - $9,999",1,No,1,No,Not well,Low,High,Poor,Poor,0,Rent,Yes,Pretty much,5
60116,25,Male,Chinese,17,Single,2,0,0,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,3,No,Not well,Low,Very high,Very Good,Very Good,Yes,Rent,Yes,,10
60136,74,Female,Chinese,12,Married,6,0,Living with children,0,Protestant,0,0,None,0,0,None,,1,No,1,No,Not at all,Low,High,Fair,Good,0,Own,Yes,Pretty much,6
40246,19,Female,Chinese,14,Single,4,0,0,0,Protestant,0,0,None,Student,0,None,,0,No,1,No,Very well,High,High,Very Good,Good,Yes,Rent,No,,9
60255,21,Female,Chinese,14,Single,3,0,0,0,None,0,0,None,Student,0,Professional,"$20,000 - $29,999",1,No,10,No,Not well,Low,High,Fair,Fair,Yes,Rent,No,Pretty much,8
50107,28,Male,Chinese,17,Single,2,0,0,0,None,0,0,None,Student,0,None,"$30,000 - $39,999",0,No,1.5,No,Not well,Low,High,Very Good,Very Good,Yes,Rent,No,Pretty much,7
50201,23,Male,Chinese,17,Single,2,0,0,0,None,0,0,None,Student,0,None,"$10,000 - $19,999",0,No,1.5,No,Very well,Low,High,Very Good,Good,Yes,Rent,Yes,Pretty much,6
1099600,19,Female,Chinese,13,Single,2,0,0,0,None,0,0,None,Student,0,Other,"$0 - $9,999",1,Yes,19,No,Very well,Very high,High,Good,Fair,0,Rent,Yes,Pretty much,7
40245,19,Female,Chinese,14,Single,4,0,0,0,None,0,Employed part time,Part Time,0,0,Other,,0,Yes,9,No,Very well,Very high,Low,Excellent,Excellent,Yes,Rent,No,Very much,9
40124,30,Male,Chinese,17,Married,2,Living with spouse,0,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,9,No,Very well,High,Very high,Excellent,Excellent,Yes,Rent,Yes,,9
50163,87,Male,Chinese,8,Married,3,0,Living with children,0,None,0,0,None,0,0,Other,"$10,000 - $19,999",1,No,,No,Not at all,Very low,Very low,Fair,Fair,Yes,Own,Yes,Pretty much,5
40179,26,Male,Chinese,16,Single,1,0,0,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,19,No,Very well,Very high,High,Good,Good,Yes,Rent,Yes,Pretty much,7
60159,24,Male,Chinese,17,Single,2,0,0,0,None,0,0,None,Student,0,None,"$0 - $9,999",1,No,2,No,Not well,Low,Very high,Good,Good,Yes,Rent,Yes,,5
60021,29,Male,Chinese,17,Married,2,Living with spouse,0,0,Muslim,0,0,None,Student,0,Other,"$10,000 - $19,999",1,No,2,No,Not well,High,Very high,Fair,Good,Yes,Rent,Yes,Pretty much,7
60074,24,Female,Chinese,17,Living with a partner,2,0,0,0,Protestant,0,0,None,0,0,Professional,"$0 - $9,999",1,No,2,No,Not well,Low,High,Very Good,Fair,Yes,Rent,Yes,Very much,5
40168,26,Female,Chinese,16,Single,5,0,0,0,None,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$40,000 - $49,999",0,No,8,No,Very well,Low,High,Very Good,Excellent,Yes,Own,Yes,Pretty much,8
60022,28,Female,Chinese,16,Married,2,Living with spouse,0,0,None,0,0,None,0,0,None,"$10,000 - $19,999",1,No,2,No,Not at all,Low,High,Good,Very Good,0,Rent,Yes,,3
60161,47,Male,Chinese,12,Married,3,0,0,0,Protestant,0,Employed part time,Part Time,0,0,Service worker,"$0 - $9,999",0,No,2,Yes,Not at all,Very low,Very high,Very Good,Very Good,0,Rent,Yes,Pretty much,4
50156,54,Female,Chinese,17,Married,2,0,Living with children,0,None,0,Employed part time,Part Time,0,0,"Clerical, office, sales","$0 - $9,999",1,No,3,No,Not well,Low,High,Good,Very Good,Yes,Own,Yes,,8
60187,57,Female,Chinese,16,Married,2,Living with spouse,0,0,None,0,Employed part time,Part Time,0,0,Other,"$70,000 and over",0,No,16,Yes,Not well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,6
50101,20,Male,Chinese,14,Single,4,0,0,0,Buddhist,0,0,None,Student,0,None,"$10,000 - $19,999",0,No,9,Yes,Well,High,High,Excellent,Excellent,0,Rent,Yes,Pretty much,9
40194,22,Female,Chinese,16,Married,2,Living with spouse,0,0,Protestant,0,0,None,Student,0,None,"$40,000 - $49,999",0,No,6,No,Well,High,High,Good,Very Good,0,Rent,Yes,,8
60174,71,Male,Chinese,17,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,Retired,None,"$70,000 and over",0,No,34,No,Well,High,Very high,Good,Good,Yes,Own,Yes,Pretty much,7
60120,75,Female,Chinese,5,Married,2,Living with spouse,0,0,Protestant,0,Employed part time,Part Time,0,0,,,0,No,30,Yes,Not well,Low,High,Fair,Fair,Yes,Own,Yes,Very much,5
60121,76,Male,Chinese,17,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,Full Time,0,0,Other,"$40,000 - $49,999",0,No,30,No,Not well,Low,High,Very Good,Very Good,Yes,Own,Yes,,8
50227,51,Male,Chinese,17,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$60,000 - $69,999",0,No,15,No,Not well,Low,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
40116,34,Male,Chinese,17,Single,2,0,0,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,17,No,Very well,Low,High,Excellent,Excellent,Yes,Own,Yes,Pretty much,9
50113,34,Male,Chinese,17,Married,2,Living with spouse,0,0,None,0,0,None,Student,0,None,"$10,000 - $19,999",0,No,2,No,Well,Very low,Low,Very Good,Very Good,Yes,Rent,Yes,,7
50175,43,Female,Chinese,15,Married,8,Living with spouse,Living with children,0,Buddhist,0,0,None,0,0,Service worker,"$70,000 and over",0,No,24,Yes,Not well,Low,High,Very Good,Very Good,0,Own,Yes,Pretty much,8
60024,27,Male,Chinese,16,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Service worker,"$20,000 - $29,999",1,No,2,No,Not at all,High,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,3
60035,57,Female,Chinese,12,Married,2,0,0,0,Protestant,0,0,None,0,0,"Clerical, office, sales",,0,No,2,No,Not at all,Low,High,Very Good,Fair,Yes,Own,Yes,Pretty much,7
60179,67,Male,Chinese,9,Married,6,0,Living with children,0,Protestant,0,0,None,0,Retired,Business owner,"$0 - $9,999",1,No,1,No,Not at all,Very low,High,Fair,Fair,0,Own,Yes,Pretty much,2
60212,27,Male,Chinese,17,Single,2,0,0,0,None,0,0,None,Student,0,None,"$70,000 and over",0,No,4,No,Very well,High,Very high,Very Good,Very Good,Yes,Rent,Yes,Pretty much,8
60088,61,Male,Chinese,16,Married,5,Living with spouse,Living with children,0,None,0,0,None,0,Retired,"Clerical, office, sales",,,No,0.5,No,Not at all,Low,High,Very Good,Very Good,0,Rent,No,,6
